asset,time,PriceUSD
neo,2025-02-05 00:00:00+00:00,10.758768262428
neo,2025-02-06 00:00:00+00:00,10.3943884432086
neo,2025-02-07 00:00:00+00:00,10.3695974757866
neo,2025-02-08 00:00:00+00:00,10.7862828045385
neo,2025-02-09 00:00:00+00:00,10.4548405532569
neo,2025-02-10 00:00:00+00:00,11.0110948188427
neo,2025-02-11 00:00:00+00:00,10.9103472458094
neo,2025-02-12 00:00:00+00:00,11.6017361405634
neo,2025-02-13 00:00:00+00:00,11.3171072414413
neo,2025-02-14 00:00:00+00:00,11.4409268723273
neo,2025-02-15 00:00:00+00:00,10.995729128864
neo,2025-02-16 00:00:00+00:00,10.8807775767982
neo,2025-02-17 00:00:00+00:00,10.8828383902592
neo,2025-02-18 00:00:00+00:00,10.4601049724469
neo,2025-02-19 00:00:00+00:00,10.6344890298099
neo,2025-02-20 00:00:00+00:00,10.9785035563284
neo,2025-02-21 00:00:00+00:00,10.4143141163883
neo,2025-02-22 00:00:00+00:00,10.7711734608259
neo,2025-02-23 00:00:00+00:00,10.5946858975726
neo,2025-02-24 00:00:00+00:00,9.43039984667908
neo,2025-02-25 00:00:00+00:00,9.56590762245951
neo,2025-02-26 00:00:00+00:00,9.4464378319317
neo,2025-02-27 00:00:00+00:00,9.51765725564632
neo,2025-02-28 00:00:00+00:00,9.60044292445136
neo,2025-03-01 00:00:00+00:00,9.5896055003628
neo,2025-03-02 00:00:00+00:00,10.2841110363712
neo,2025-03-03 00:00:00+00:00,8.75270191009798
neo,2025-03-04 00:00:00+00:00,8.74595047498862
neo,2025-03-05 00:00:00+00:00,9.17998937119019
neo,2025-03-06 00:00:00+00:00,9.00360532098056
neo,2025-03-07 00:00:00+00:00,8.87382823774646
neo,2025-03-08 00:00:00+00:00,8.73555813253713
neo,2025-03-09 00:00:00+00:00,7.93359232421382
neo,2025-03-10 00:00:00+00:00,7.46911867417337
neo,2025-03-11 00:00:00+00:00,7.74053364490243
neo,2025-03-12 00:00:00+00:00,7.90452029628248
neo,2025-03-13 00:00:00+00:00,7.68907327901794
neo,2025-03-14 00:00:00+00:00,8.01482750300108
